ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
prototakana-desiderativesuffix-2-1,prototakana-desiderativesuffix-2,-kaci,53,false,expert,,,false,expert
protopanotakana-hole-1-1,protopanotakana-hole-1,**keni,54,false,expert,,,false,expert
protopanoan-hole-1-1,protopanoan-hole-1,*kini,54,false,expert,,,false,expert
prototakana-hole-1-1,prototakana-hole-1,*kani,54,false,expert,,,false,expert
protopanotakana-uncle-1-1,protopanotakana-uncle-1,**kuku/a,55,false,expert,,,false,expert
protopanoan-uncle-1-1,protopanoan-uncle-1,*koka,55,false,expert,,,false,expert
protopanoan-uncle-2-1,protopanoan-uncle-2,*koko,55,false,expert,,,false,expert
prototakana-uncle-1-1,prototakana-uncle-1,*kuku,55,false,expert,,,false,expert
protopanotakana-grey-1-1,protopanotakana-grey-1,**kuru,56,false,expert,,,false,expert
protopanoan-grey-1-1,protopanoan-grey-1,*koro,56,false,expert,,,false,expert
prototakana-grey-1-1,prototakana-grey-1,*kuřu,56,false,expert,,,false,expert
protopanotakana-wildturkeysp-1-1,protopanotakana-wildturkeysp-1,**kuṣu,57,false,expert,,,false,expert
protopanoan-wildturkeysp-1-1,protopanoan-wildturkeysp-1,*koṣ̌o,57,false,expert,,,false,expert
prototakana-wildturkeysp-1-1,prototakana-wildturkeysp-1,*kucu,57,false,expert,,,false,expert
protopanotakana-go-1-1,protopanotakana-go-1,**kʷa-,58,false,expert,,,false,expert
protopanoan-go-1-1,protopanoan-go-1,*kʷa-,58,false,expert,,,false,expert
prototakana-go-1-1,prototakana-go-1,*kʷa-,58,false,expert,,,false,expert
protopanotakana-mouth-1-1,protopanotakana-mouth-1,**kʷɨ,59,false,expert,,,false,expert
protopanotakana-mouth-2-1,protopanotakana-mouth-2,**kɨ,59,false,expert,,,false,expert
protopanoan-mouth-1-1,protopanoan-mouth-1,*kʷɨbiči,59,false,expert,,,false,expert
protopanoan-mouth-2-1,protopanoan-mouth-2,*kʷɨna,59,false,expert,,,false,expert
protopanoan-mouth-3-1,protopanoan-mouth-3,*kʷɨni,59,false,expert,,,false,expert
protopanoan-mouth-4-1,protopanoan-mouth-4,*kʷɨṣ̌aCV,59,false,expert,,,false,expert
protopanoan-mouth-5-1,protopanoan-mouth-5,*kʷɨṣ̌ni,59,false,expert,,,false,expert
protopanoan-mouth-6-1,protopanoan-mouth-6,*kʷɨɨ̹-,59,false,expert,,,false,expert
protopanoan-mouth-7-1,protopanoan-mouth-7,*kɨyo-,59,false,expert,,,false,expert
protopanoan-mouth-8-1,protopanoan-mouth-8,*koi,59,false,expert,,,false,expert
prototakana-mouth-1-1,prototakana-mouth-1,*kʷe,59,false,expert,,,false,expert
prototakana-mouth-2-1,prototakana-mouth-2,*kʷaca,59,false,expert,,,false,expert
protopanotakana-sharp-1-1,protopanotakana-sharp-1,**kʷɨNu,60,false,expert,,,false,expert
protopanoan-sharp-1-1,protopanoan-sharp-1,*kʷɨno,60,false,expert,,,false,expert
prototakana-sharp-1-1,prototakana-sharp-1,*kʷeru,60,false,expert,,,false,expert
protopanotakana-negativesuffix-1-1,protopanotakana-negativesuffix-1,**-ma,61,false,expert,,,false,expert
protopanoan-negativesuffix-1-1,protopanoan-negativesuffix-1,*-ma,61,false,expert,,,false,expert
prototakana-negativesuffix-1-1,prototakana-negativesuffix-1,*-ma,61,false,expert,,,false,expert
protopanotakana-hill-1-1,protopanotakana-hill-1,**ma…,62,false,expert,,,false,expert
protopanotakana-hill-2-1,protopanotakana-hill-2,*maʔči,62,false,expert,,,false,expert
protopanoan-hill-1-1,protopanoan-hill-1,*maʔči,62,false,expert,,,false,expert
protopanoan-hill-2-1,protopanoan-hill-2,*mana̹,62,false,expert,,,false,expert
protopanoan-hill-3-1,protopanoan-hill-3,*mapɨ,62,false,expert,,,false,expert
protopanoan-hill-4-1,protopanoan-hill-4,*maṣ̌kača,62,false,expert,,,false,expert
protopanoan-hill-5-1,protopanoan-hill-5,*ma-,62,false,expert,,,false,expert
prototakana-hill-1-1,prototakana-hill-1,*mata,62,false,expert,,,false,expert
